code,parent_code,name
20.16.10.113,20.16.10.110,Полиэтилен низкого давления
20.16.10.114,20.16.10.110,Полиэтилен линейный низкой плотности
20.16.10.119,20.16.10.110,"Полиэтилен прочий"
20.16.10.120,20.16.10,Сополимеры этилена с винилацетатом в первичных формах
20.16.10.190,20.16.10,Полимеры этилена в первичных формах прочие
20.16.2,20.16,Полимеры стирола в первичных формах
20.16.20,20.16.2,Полимеры стирола в первичных формах
20.16.20.110,20.16.20,Полистирол в первичных формах
20.16.20.111,20.16.20.110,Полистирол блочный
20.16.20.112,20.16.20.110,Полистирол эмульсионный
20.16.20.113,20.16.20.110,Полистирол суспензионный
20.16.20.114,20.16.20.110,Полистирол изотактический (кристаллический)
20.16.20.115,20.16.20.110,Полистирол модифицированный (ударопрочный)
20.16.20.116,20.16.20.110,Полистирол вспенивающийся
20.16.20.120,20.16.20,Сополимеры стирола в первичных формах
20.16.20.121,20.16.20.120,Сополимеры стирола с акрилонитрилом (САН) в первичных формах
20.16.20.122,20.16.20.120,Сополимеры акрилонитрилбутадиенстирольные (АБС-пластик) в первичных формах
20.16.20.129,20.16.20.120,Сополимеры стирола в первичных формах прочие
20.16.20.190,20.16.20,Полимеры стирола в первичных формах прочие
20.16.3,20.16,Полимеры винилхлорида или прочих галогенированных олефинов в первичных формах
20.16.30,20.16.3,Полимеры винилхлорида или прочих галогенированных олефинов в первичных формах
20.16.30.110,20.16.30,Полимеры винилхлорида в первичных формах
20.16.30.111,20.16.30.110,Поливинилхлорид эмульсионный
20.16.30.112,20.16.30.110,Поливинилхлорид суспензионный
20.16.30.113,20.16.30.110,Сополимеры винилхлорида в первичных формах
20.16.30.119,20.16.30.110,Полимеры винилхлорида в первичных формах прочие
20.16.30.190,20.16.30,Полимеры прочих галогенированных олефинов в первичных формах
20.16.4,20.16,"Полиацетали, прочие полимеры простых эфиров и эпоксидные смолы в первичных формах; поликарбонаты, алкидные смолы, полимеры сложных эфиров аллилового спирта и прочие полимеры сложных эфиров в первичных формах"
20.16.40,20.16.4,"Полиацетали, прочие полимеры простых эфиров и эпоксидные смолы в первичных формах; поликарбонаты, алкидные смолы, полимеры сложных эфиров аллилового спирта и прочие полимеры сложных эфиров в первичных формах"
20.16.40.110,20.16.40,Полиацетали в первичных формах
20.16.40.120,20.16.40,Полиэфиры в первичных формах
20.16.40.130,20.16.40,Смолы эпоксидные в первичных формах
20.16.40.140,20.16.40,Поликарбонаты в первичных формах
20.16.40.150,20.16.40,Смолы алкидные в первичных формах
20.16.40.160,20.16.40,Полимеры сложных эфиров аллилового спирта в первичных формах
20.16.40.170,20.16.40,Полиэтилентерефталат в первичных формах
20.16.40.190,20.16.40,Полиэфиры прочие в первичных формах
20.16.5,20.16,Пластмассы в первичных формах прочие; ионообменные смолы
20.16.51,20.16.5,Полимеры пропилена и прочих олефинов в первичных формах
20.16.51.110,20.16.51,Полимеры пропилена в первичных формах
20.16.51.190,20.16.51,Полимеры прочих олефинов в первичных формах
20.16.52,20.16.5,Полимеры винилацетата или прочих сложных виниловых эфиров и прочие виниловые полимеры в первичных формах
20.16.52.110,20.16.52,Полимеры винилацетата в первичных формах
20.16.52.120,20.16.52,Полимеры прочих сложных виниловых эфиров в первичных формах
20.16.52.190,20.16.52,Полимеры виниловые прочие в первичных формах
20.16.53,20.16.5,Полиакрилаты в первичных формах
20.16.53.000,20.16.53,Полиакрилаты в первичных формах
20.16.54,20.16.5,Полиамиды в первичных формах
20.16.54.000,20.16.54,Полиамиды в первичных формах
20.16.55,20.16.5,"Смолы карбамидоформальдегидные, тиокарбамидоформальдегидные и меламиноформальдегидные смолы в первичных формах"
20.16.55.110,20.16.55,Смолы аминоформальдегидные в первичных формах
20.16.55.120,20.16.55,Смолы карбамидоформальдегидные в первичных формах
20.16.55.130,20.16.55,Смолы тиокарбамидоформальдегидные в первичных формах
20.16.55.140,20.16.55,Смолы меламиноформальдегидные в первичных формах
20.16.56,20.16.5,"Смолы аминоальдегидные, смолы фенолоальдегидные и прочие полиуретановые смолы в первичных формах"
20.16.56.110,20.16.56,Смолы аминоальдегидные прочие в первичных формах
20.16.56.120,20.16.56,Смолы фенолоальдегидные прочие в первичных формах
20.16.56.190,20.16.56,Смолы полиуретановые прочие в первичных формах
20.16.57,20.16.5,Полимеры кремнийорганические (силиконы) в первичных формах
20.16.57.110,20.16.57,Смолы кремнийорганические в первичных формах
20.16.57.120,20.16.57,Жидкости кремнийорганические
20.16.57.130,20.16.57,Эластомеры кремнийорганические (каучуки)
20.16.59,20.16.5,"Пластмассы в первичных формах прочие, не включенные в другие группировки"
20.16.59.110,20.16.59,"Смолы и политерпены нефтяные, кумароновые, инденовые и кумарон-инденовые в первичных формах"
20.16.59.120,20.16.59,"Полисульфоны, полисульфиды, гидрополисульфаны в первичных формах"
20.16.59.130,20.16.59,Смолы карбинольные в первичных формах
20.16.59.140,20.16.59,Смолы масляно-стирольные в первичных формах
20.16.59.150,20.16.59,Полимеры винилнафталина в первичных формах
20.16.59.160,20.16.59,Полимеры диметилфенола в первичных формах
20.16.59.170,20.16.59,Полимеры акриловой кислоты в первичных формах
20.16.59.180,20.16.59,"Смолы поликсилоловые, полиэтиленимины и прочие синтетические полимеры в первичных формах"
20.16.59.210,20.16.59,"Массы пластические, смолы синтетические микробиологического синтеза в первичных формах"
20.16.59.220,20.16.59,Ацетаты целлюлозы в первичных формах
20.16.59.230,20.16.59,"Нитраты целлюлозы (нитроцеллюлоза), включая коллодии, в первичных формах"
20.16.59.240,20.16.59,"Карбоксиметилцеллюлоза и ее соли, в первичных формах"
20.16.59.250,20.16.59,Этилцеллюлоза в первичных формах
20.16.59.260,20.16.59,Метилцеллюлоза в первичных формах
20.16.59.270,20.16.59,Оксиэтилцеллюлоза в первичных формах
20.16.59.280,20.16.59,Эфиры целлюлозы прочие в первичных формах
20.16.59.310,20.16.59,"Полимеры природные и полимеры модифицированные природные в первичных формах, не включенные в другие группировки"
20.16.59.320,20.16.59,Смолы ионообменные на основе синтетических или природных полимеров в первичных формах
20.16.9,20.16,"Услуги по производству пластмасс в первичных формах отдельные, выполняемые субподрядчиком"
20.16.99,20.16.9,"Услуги по производству пластмасс в первичных формах отдельные, выполняемые субподрядчиком"
20.16.99.000,20.16.99,"Услуги по производству пластмасс в первичных формах отдельные, выполняемые субподрядчиком"
20.17,20.1,Каучуки синтетические в первичных формах
20.17.1,20.17,Каучуки синтетические в первичных формах
20.17.10,20.17.1,Каучуки синтетические в первичных формах
20.17.10.110,20.17.10,Каучуки бутадиеновые
20.17.10.120,20.17.10,Каучуки изопреновые и сополимеры изопрена
20.17.10.130,20.17.10,Каучуки бутадиенстирольные и бутадиенметилстирольные (СКС-СКМС)
20.17.10.140,20.17.10,"Каучуки на основе сополимеров бутадиена с другими мономерами, кроме стирола и метилстирола"
20.17.10.141,20.17.10.140,Каучуки бутадиеннитрильные
20.17.10.142,20.17.10.140,Каучуки карбоксилатные
20.17.10.143,20.17.10.140,Каучуки бутадиенпипериленовые
20.17.10.144,20.17.10.140,Каучуки бутадиенпропиленовые
20.17.10.149,20.17.10.140,"Каучуки на основе сополимеров бутадиена с другими мономерами прочие, кроме стирола и метилстирола"
20.17.10.150,20.17.10,Каучуки хлоропреновые
20.17.10.160,20.17.10,Каучуки элементоорганические
20.17.10.170,20.17.10,Каучуки на основе олефинов и изоолефинов
20.17.10.171,20.17.10.170,Каучуки изобутиленизопреновые (бутилкаучуки)
20.17.10.172,20.17.10.170,Каучуки изобутиленизопреновые галогенированные
20.17.10.173,20.17.10.170,Каучуки этиленпропилендиеновые
20.17.10.179,20.17.10.170,Каучуки на основе олефинов и изоолефинов прочие
20.17.10.190,20.17.10,Каучуки синтетические прочие
20.17.10.210,20.17.10,Латексы синтетические
20.17.9,20.17,"Услуги по производству синтетических каучуков в первичных формах отдельные, выполняемые субподрядчиком"
20.17.99,20.17.9,"Услуги по производству синтетических каучуков в первичных формах отдельные, выполняемые субподрядчиком"
20.17.99.000,20.17.99,"Услуги по производству синтетических каучуков в первичных формах отдельные, выполняемые субподрядчиком"
20.2,20,Пестициды и агрохимические продукты прочие
20.20,20.2,Пестициды и агрохимические продукты прочие
20.20.1,20.20,Пестициды и агрохимические продукты прочие
20.20.11,20.20.1,Инсектициды
20.20.11.000,20.20.11,Инсектициды
20.20.12,20.20.1,Гербициды
20.20.12.000,20.20.12,Гербициды
20.20.13,20.20.1,Средства против прорастания и регуляторы роста растений
20.20.13.110,20.20.13,Средства против прорастания
20.20.13.120,20.20.13,Регуляторы роста растений
20.20.14,20.20.1,Средства дезинфекционные
20.20.14.000,20.20.14,Средства дезинфекционные
20.20.15,20.20.1,Фунгициды
20.20.15.000,20.20.15,Фунгициды
20.20.19,20.20.1,Пестициды прочие и агрохимические продукты прочие
20.20.19.000,20.20.19,Пестициды прочие и агрохимические продукты прочие
20.20.9,20.20,"Услуги по производству пестицидов и прочих агрохимических продуктов отдельные, выполняемые субподрядчиком"
20.20.99,20.20.9,"Услуги по производству пестицидов и прочих агрохимических продуктов отдельные, выполняемые субподрядчиком"
20.20.99.000,20.20.99,"Услуги по производству пестицидов и прочих агрохимических продуктов отдельные, выполняемые субподрядчиком"
20.3,20,"Материалы лакокрасочные и аналогичные для нанесения покрытий, полиграфические краски и мастики"
20.30,20.3,"Материалы лакокрасочные и аналогичные для нанесения покрытий, полиграфические краски и мастики"
20.30.1,20.30,Материалы лакокрасочные на основе полимеров
20.30.11,20.30.1,Материалы лакокрасочные на основе акриловых или виниловых полимеров в водной среде
20.30.11.110,20.30.11,Лаки на основе акриловых или виниловых полимеров в водной среде
20.30.11.120,20.30.11,Краски на основе акриловых или виниловых полимеров в водной среде
20.30.11.130,20.30.11,Грунтовки на основе акриловых или виниловых полимеров в водной среде
20.30.12,20.30.1,"Материалы лакокрасочные на основе сложных полиэфиров, акриловых или виниловых полимеров в неводной среде; растворы"
20.30.12.110,20.30.12,"Лаки на основе сложных полиэфиров, акриловых или виниловых полимеров в неводной среде"
20.30.12.120,20.30.12,"Краски на основе сложных полиэфиров, акриловых или виниловых полимеров в неводной среде"
20.30.12.130,20.30.12,"Эмали на основе сложных полиэфиров, акриловых или виниловых полимеров в неводной среде"
20.30.12.140,20.30.12,"Грунтовки на основе сложных полиэфиров, акриловых или виниловых полимеров в неводной среде"
20.30.12.150,20.30.12,Растворы синтетических или химически модифицированных природных полимеров в летучих органических растворителях
20.30.2,20.30,Материалы лакокрасочные и аналогичные для нанесения покрытий прочие; краски художественные и полиграфические
20.30.21,20.30.2,"Пигменты готовые, глушители стекла и краски, эмали и глазури стекловидные, ангобы, люстры жидкие и аналогичные продукты для керамики, эмали для стекла и других целей; фритта стекловидная"
20.30.21.110,20.30.21,Пигменты готовые
20.30.21.120,20.30.21,Глушители стекла
20.30.21.130,20.30.21,"Краски, эмали и глазури стекловидные"
20.30.21.140,20.30.21,"Ангобы, люстры жидкие и аналогичные продукты для керамики, эмали для стекла и других целей"
20.30.21.150,20.30.21,Фритта стекловидная
20.30.22,20.30.2,Материалы лакокрасочные и аналогичные для нанесения покрытий прочие; сиккативы готовые
20.30.22.110,20.30.22,Материалы лакокрасочные для нанесения покрытий прочие
20.30.22.120,20.30.22,Шпатлевки
20.30.22.130,20.30.22,Олифы
20.30.22.140,20.30.22,Пасты суховальцованные
20.30.22.160,20.30.22,Замазки
20.30.22.170,20.30.22,Герметики
20.30.22.180,20.30.22,Мастики
20.30.22.210,20.30.22,Пасты
20.30.22.220,20.30.22,Растворители и разбавители органические сложные; составы готовые для удаления красок и лаков (смывки)
20.30.22.230,20.30.22,Фольга для тиснения
20.30.22.231,20.30.22.230,Фольга для горячего тиснения бронзовая порошковая
20.30.22.232,20.30.22.230,Фольга для горячего тиснения юбилейная
20.30.22.233,20.30.22.230,Фольга для горячего тиснения цветная матовая
20.30.22.234,20.30.22.230,Фольга для горячего тиснения цветная глянцевая
20.30.22.235,20.30.22.230,Фольга для горячего тиснения тропикоустойчивая
20.30.22.236,20.30.22.230,Пленка металлизированная
20.30.22.239,20.30.22.230,Фольга для тиснения прочая
20.30.22.240,20.30.22,Сиккативы готовые
20.30.23,20.30.2,"Краски для художников, учащихся или оформителей вывесок; красители оттеночные, краски любительские и аналогичные продукты"
20.30.23.110,20.30.23,"Краски для художников, учащихся или оформителей вывесок"
20.30.23.120,20.30.23,Красители оттеночные
20.30.23.130,20.30.23,Краски любительские и аналогичные продукты
20.30.24,20.30.2,Краски полиграфические
20.30.24.110,20.30.24,Краски полиграфические
20.30.24.111,20.30.24.110,Краски полиграфические для высокой печати
20.30.24.112,20.30.24.110,Краски полиграфические для офсетной печати
20.30.24.113,20.30.24.110,Краски полиграфические для глубокой печати
20.30.24.114,20.30.24.110,Краски для специальной печати
20.30.24.115,20.30.24.110,Краски полиграфические для типоофсетной печати
20.30.24.116,20.30.24.110,Краски полиграфические переплетные
20.30.24.119,20.30.24.110,Краски полиграфические специального назначения прочие
20.30.24.120,20.30.24,"Материалы для красочных валиков и прочие вспомогательные материалы для полиграфии, не включенные в другие группировки"
20.30.24.121,20.30.24.120,Материалы для красочных валиков
20.30.24.122,20.30.24.120,"Пасты, улучшающие печатные свойства полиграфических красок"
20.30.24.123,20.30.24.120,Замедлители высыхания полиграфических красок
20.30.24.124,20.30.24.120,Ослабители для снижения интенсивности полиграфических красок
20.30.9,20.30,"Услуги по производству материалов лакокрасочных и аналогичных для нанесения покрытий, краски и мастик полиграфических отдельные, выполняемые субподрядчиком"
20.30.99,20.30.9,"Услуги по производству материалов лакокрасочных и аналогичных для нанесения покрытий, краски и мастик полиграфических отдельные, выполняемые субподрядчиком"
20.30.99.000,20.30.99,"Услуги по производству материалов лакокрасочных и аналогичных для нанесения покрытий, краски и мастик полиграфических отдельные, выполняемые субподрядчиком"
20.4,20,"Мыло и средства моющие, средства чистящие и полирующие, средства парфюмерные и косметические"
20.41,20.4,"Мыло и моющие средства, чистящие и полирующие средства"
20.41.1,20.41,Глицерин
20.41.10,20.41.1,Глицерин
20.41.10.110,20.41.10,Глицерин натуральный сырой
20.41.10.120,20.41.10,Глицерин дистиллированный
20.41.2,20.41,"Вещества органические поверхностно-активные, кроме мыла"
20.41.20,20.41.2,"Вещества органические поверхностно-активные, кроме мыла"
20.41.20.110,20.41.20,Вещества поверхностно-активные анионные
20.41.20.120,20.41.20,Вещества поверхностно-активные катионные
20.41.20.130,20.41.20,Вещества поверхностно-активные неионогенные
20.41.20.190,20.41.20,Вещества поверхностно-активные прочие
20.41.3,20.41,"Мыло и средства моющие, средства чистящие и полирующие"
20.41.31,20.41.3,"Мыло и органические поверхностно-активные вещества и средства, используемые в качестве мыла; бумага, вата, войлок, фетр и нетканые материалы, пропитанные или покрытые мылом или моющим средством"
20.41.31.110,20.41.31,Мыло туалетное твердое
20.41.31.111,20.41.31.110,"Мыло туалетное марки ""Нейтральное"""
20.41.31.112,20.41.31.110,"Мыло туалетное марки ""Экстра"""
20.41.31.113,20.41.31.110,"Мыло туалетное марки ""Детское"""
20.41.31.114,20.41.31.110,"Мыло туалетное марки ""Ординарное"""
20.41.31.119,20.41.31.110,Мыло туалетное твердое прочее
20.41.31.120,20.41.31,Мыло хозяйственное твердое
20.41.31.121,20.41.31.120,Мыло хозяйственное I группы
20.41.31.122,20.41.31.120,Мыло хозяйственное II группы
20.41.31.123,20.41.31.120,Мыло хозяйственное III группы
20.41.31.130,20.41.31,Мыло туалетное жидкое
20.41.31.140,20.41.31,Мыло хозяйственное жидкое
20.41.31.190,20.41.31,"Мыло прочее, не включенное в другие группировки"
20.41.31.210,20.41.31,"Вещества органические поверхностно-активные и средства, используемые в качестве мыла"
20.41.31.220,20.41.31,"Средства для мытья кожи на основе бумаги, ваты, шерсти и трикотажной ткани, с пропиткой или покрытием в виде мыла или моющего средства"
20.41.32,20.41.3,Средства моющие и стиральные
20.41.32.110,20.41.32,Средства моющие
20.41.32.111,20.41.32.110,Средства для мытья посуды
20.41.32.112,20.41.32.110,Средства моющие для автомобилей
20.41.32.113,20.41.32.110,Средства моющие для окон
20.41.32.114,20.41.32.110,Средства моющие для туалетов и ванных комнат
20.41.32.119,20.41.32.110,Средства моющие прочие
20.41.32.120,20.41.32,Средства стиральные
20.41.32.121,20.41.32.120,Порошки стиральные
20.41.32.122,20.41.32.120,Средства пастообразные стиральные
20.41.32.123,20.41.32.120,Стружка и вермишель стиральные
20.41.32.124,20.41.32.120,Средства для смягчения изделий из тканей
20.41.32.125,20.41.32.120,Средства отбеливающие для стирки
20.41.32.129,20.41.32.120,Средства стиральные прочие
20.41.4,20.41,Средства для дезодорирования и ароматизации воздуха в помещениях и воски
20.41.41,20.41.4,Средства для дезодорирования и ароматизации воздуха в помещениях
20.41.41.000,20.41.41,Средства для дезодорирования и ароматизации воздуха в помещениях
20.41.42,20.41.4,Воски искусственные (синтетические) и воски готовые прочие
20.41.42.110,20.41.42,Воски искусственные (синтетические)
20.41.42.190,20.41.42,Воски готовые прочие
20.41.43,20.41.4,"Средства, кремы, мастики для обуви, мебели, полов, транспортных средств, стекла или металла полирующие"
20.41.43.110,20.41.43,"Средства, кремы, мастики для обуви полирующие"
20.41.43.120,20.41.43,"Средства, кремы, мастики для мебели и полов полирующие"
20.41.43.130,20.41.43,"Средства, кремы, мастики для транспортных средств полирующие"
20.41.43.140,20.41.43,"Средства, кремы, мастики для стекла или металла полирующие"
20.41.44,20.41.4,"Пасты чистящие, порошки и прочие чистящие средства"
20.41.44.110,20.41.44,Пасты чистящие
20.41.44.120,20.41.44,Порошки чистящие
20.41.44.190,20.41.44,Средства чистящие прочие
20.41.9,20.41,"Услуги по производству мыла и средств моющих, средств чистящих и полирующих, средств парфюмерных и косметических отдельные, выполняемые субподрядчиком"
20.41.99,20.41.9,"Услуги по производству мыла и средств моющих, средств чистящих и полирующих, средств парфюмерных и косметических отдельные, выполняемые субподрядчиком"
20.41.99.000,20.41.99,"Услуги по производству мыла и средств моющих, средств чистящих и полирующих, средств парфюмерных и косметических отдельные, выполняемые субподрядчиком"
20.42,20.4,Средства парфюмерные и косметические
20.42.1,20.42,Средства парфюмерные и косметические
20.42.11,20.42.1,Духи и туалетная вода
20.42.11.110,20.42.11,Духи
20.42.11.120,20.42.11,Вода туалетная
20.42.11.130,20.42.11,Одеколоны
20.42.12,20.42.1,Средства для макияжа губ и глаз
20.42.12.110,20.42.12,Средства для макияжа губ
20.42.12.120,20.42.12,Средства для макияжа глаз
20.42.13,20.42.1,Средства для маникюра или педикюра
20.42.13.000,20.42.13,Средства для маникюра или педикюра
20.42.14,20.42.1,Пудра косметическая или туалетная
20.42.14.110,20.42.14,Пудры и крем-пудры
20.42.14.120,20.42.14,"Гримы, гуммозы"
20.42.14.130,20.42.14,Тальк и прочие присыпки для детей
20.42.14.140,20.42.14,"Румяна, маскирующие карандаши для лица"
20.42.15,20.42.1,"Средства для ухода за кожей, макияжа или защитные средства для кожи (включая солнцезащитные и для загара), не включенные в другие группировки"
20.42.15.110,20.42.15,"Средства косметические для макияжа лица, не включенные в другие группировки"
20.42.15.120,20.42.15,Средства для очистки кожи лица (в том числе для удаления косметики и грима)
20.42.15.130,20.42.15,"Средства для ухода за кожей лица: лосьоны, кремы, специальные средства"
20.42.15.131,20.42.15.130,"Кремы жидкие для ухода за кожей лица, питательные и с биологически-активными веществами"
20.42.15.132,20.42.15.130,"Кремы густые для ухода за кожей лица, питательные и с биологически-активными веществами"
20.42.15.133,20.42.15.130,Лосьоны для ухода за кожей лица
20.42.15.139,20.42.15.130,Средства для ухода за кожей лица прочие
20.42.15.140,20.42.15,"Средства для ухода за кожей тела: лосьоны, кремы (в том числе детские)"
20.42.15.141,20.42.15.140,Кремы для рук
20.42.15.142,20.42.15.140,Кремы для ног
20.42.15.143,20.42.15.140,Кремы детские
20.42.15.144,20.42.15.140,Вазелины
20.42.15.145,20.42.15.140,Лосьоны для ухода за кожей тела
20.42.15.149,20.42.15.140,Средства для ухода за кожей тела прочие
20.42.15.150,20.42.15,"Средства защитные для кожи (включая солнцезащитные и для загара), не включенные в другие группировки"
20.42.15.190,20.42.15,"Средства косметические для ухода за кожей прочие, не включенные в другие группировки"
20.42.16,20.42.1,"Шампуни, лаки для волос, средства для завивки или распрямления волос"
20.42.16.110,20.42.16,Шампуни
20.42.16.120,20.42.16,Лаки для волос
20.42.16.130,20.42.16,Средства для завивки или распрямления волос
20.42.17,20.42.1,"Лосьоны и прочие средства для волос, не включенные в другие группировки"
20.42.17.110,20.42.17,Лосьоны
20.42.17.120,20.42.17,"Средства для волос прочие, не включенные в другие группировки"
20.42.18,20.42.1,"Средства гигиены полости рта и зубов (включая фиксирующие пасты и порошки для зубных протезов), нити для чистки зубов"
20.42.18.110,20.42.18,Средства для чистки зубов
20.42.18.111,20.42.18.110,Пасты зубные
20.42.18.112,20.42.18.110,Порошки зубные
20.42.18.120,20.42.18,Пасты фиксирующие и порошки для зубных протезов
20.42.18.130,20.42.18,Нити для чистки зубов
20.42.18.190,20.42.18,Средства гигиены полости рта и зубов прочие
20.42.19,20.42.1,"Средства для бритья; дезодоранты и антиперспиранты; средства для ванн, прочие парфюмерные, косметические или туалетные средства, не включенные в другие группировки"
20.42.19.110,20.42.19,Средства для бритья
20.42.19.120,20.42.19,Дезодоранты и антиперспиранты
20.42.19.130,20.42.19,Средства для ванн
20.42.19.190,20.42.19,"Средства парфюмерные, косметические и туалетные средства прочие, не включенные в другие группировки"
20.42.9,20.42,"Услуги по производству парфюмерных и косметических средств отдельные, выполняемые субподрядчиком"
20.42.99,20.42.9,"Услуги по производству парфюмерных и косметических средств отдельные, выполняемые субподрядчиком"
20.42.99.000,20.42.99,"Услуги по производству парфюмерных и косметических средств отдельные, выполняемые субподрядчиком"
20.5,20,Продукты химические прочие
20.51,20.5,Вещества взрывчатые
20.51.1,20.51,Вещества взрывчатые готовые; шнуры огнепроводные и детонирующие; детонаторы; запалы; электродетонаторы; пиропатроны; фейерверки
20.51.11,20.51.1,"Пороха и готовые взрывчатые вещества"
20.51.11.000,20.51.11,Пороха и готовые взрывчатые вещества
20.51.12,20.51.1,Шнуры огнепроводные; шнуры детонирующие; детонаторы; запалы; электродетонаторы; пиропатроны
20.51.12.110,20.51.12,Шнуры огнепроводные
20.51.12.120,20.51.12,Шнуры детонирующие
20.51.12.130,20.51.12,Детонаторы
20.51.12.140,20.51.12,Запалы
20.51.12.150,20.51.12,Электродетонаторы
20.51.12.160,20.51.12,Пиропатроны
20.51.13,20.51.1,Фейерверки
20.51.13.000,20.51.13,Фейерверки
20.51.14,20.51.1,"Ракеты сигнальные, ракеты дождевые, сигналы туманные и прочие пиротехнические средства, кроме фейерверков"
20.51.14.110,20.51.14,Ракеты сигнальные
20.51.14.120,20.51.14,Ракеты дождевые
20.51.14.130,20.51.14,Сигналы туманные
20.51.14.190,20.51.14,"Средства пиротехнические прочие, кроме фейерверков"
20.51.2,20.51,Спички
20.51.20,20.51.2,Спички
20.51.20.110,20.51.20,Спички общего назначения
20.51.20.120,20.51.20,Спички специальные
20.51.9,20.51,"Услуги по производству взрывчатых веществ отдельные, выполняемые субподрядчиком"
20.51.99,20.51.9,"Услуги по производству взрывчатых веществ отдельные, выполняемые субподрядчиком"
20.51.99.000,20.51.99,"Услуги по производству взрывчатых веществ отдельные, выполняемые субподрядчиком"
20.52,20.5,Клеи
20.52.1,20.52,Клеи
20.52.10,20.52.1,Клеи
20.52.10.110,20.52.10,Клеи на основе полимеризационных смол
20.52.10.120,20.52.10,"Клеи на основе смол, получаемых поликонденсацией"
20.52.10.130,20.52.10,Клеи на основе природных химически модифицированных смол
20.52.10.140,20.52.10,Клеи на основе резины (каучука)
20.52.10.150,20.52.10,Клеи животного происхождения
20.52.10.190,20.52.10,Клеи прочие
20.52.9,20.52,"Услуги по производству клеев отдельные, выполняемые субподрядчиком"
20.52.99,20.52.9,"Услуги по производству клеев отдельные, выполняемые субподрядчиком"
20.52.99.000,20.52.99,"Услуги по производству клеев отдельные, выполняемые субподрядчиком"
20.53,20.5,Масла эфирные
20.53.1,20.53,Масла эфирные
20.53.10,20.53.1,Масла эфирные
20.53.10.110,20.53.10,Масла эфирные
20.53.10.120,20.53.10,Смеси душистых веществ
20.53.9,20.53,"Услуги по производству эфирных масел отдельные, выполняемые субподрядчиком"
20.53.99,20.53.9,"Услуги по производству эфирных масел отдельные, выполняемые субподрядчиком"
20.53.99.000,20.53.99,"Услуги по производству эфирных масел отдельные, выполняемые субподрядчиком"
20.59,20.5,"Продукты химические прочие, не включенные в другие группировки"
20.59.1,20.59,"Фотопластинки и фотопленки; фотопленки для моментальных фотоснимков; составы химические и продукты несмешанные, используемые в фотографии"
20.59.11,20.59.1,"Фотопластинки и фотопленки, фотопленки для моментальных фотоснимков, светочувствительные, неэкспонированные; фотобумаги"
20.59.11.110,20.59.11,"Фотопластинки и фотопленки светочувствительные, неэкспонированные"
20.59.11.120,20.59.11,"Фотопленки для моментальных фотоснимков светочувствительные, неэкспонированные"
20.59.11.130,20.59.11,Фотобумаги
20.59.12,20.59.1,"Эмульсии фотографические; составы химические, используемые в фотографии, не включенные в другие группировки"
20.59.12.110,20.59.12,Эмульсии фотографические
20.59.12.120,20.59.12,"Составы химические, используемые в фотографии, не включенные в другие группировки"
20.59.2,20.59,"Жиры и масла животные или растительные, химически модифицированные; смеси животных или растительных жиров или масел непищевые"
20.59.20,20.59.2,"Жиры и масла животные или растительные, химически модифицированные; смеси животных или растительных жиров или масел непищевые"
20.59.20.110,20.59.20,"Жиры и масла животные, химически модифицированные"
20.59.20.120,20.59.20,"Жиры и масла растительные, химически модифицированные"
20.59.20.190,20.59.20,Смеси животных или растительных жиров или масел непищевые
20.59.3,20.59,Чернила для письма или рисования и прочие чернила
20.59.30,20.59.3,Чернила для письма или рисования и прочие чернила
20.59.30.110,20.59.30,Чернила для письма или рисования
20.59.30.190,20.59.30,Чернила прочие
20.59.4,20.59,Материалы смазочные; присадки; антифризы
20.59.41,20.59.4,"Материалы смазочные"
20.59.41.000,20.59.41,Материалы смазочные
20.59.42,20.59.4,Антидетонаторы; присадки к топливу и смазочным материалам и аналогичные продукты
20.59.42.110,20.59.42,Антидетонаторы
20.59.42.120,20.59.42,Присадки к топливу
20.59.42.130,20.59.42,Присадки к смазочным материалам
20.59.42.140,20.59.42,Продукты аналогичные присадкам к топливу и смазочным материалам
20.59.43,20.59.4,Жидкости тормозные для гидравлических передач; антифризы и готовые антиобледенители
20.59.43.110,20.59.43,Жидкости тормозные для гидравлических передач
20.59.43.120,20.59.43,Антифризы
20.59.43.130,20.59.43,Антиобледенители
20.59.5,20.59,Продукты химические прочие
20.59.51,20.59.5,"Пептоны и вещества белковые и их производные прочие, не включенные в другие группировки; порошок гольевой"
20.59.51.110,20.59.51,Пептоны и их производные
20.59.51.120,20.59.51,"Вещества белковые и их производные, прочие"
20.59.51.130,20.59.51,Порошок гольевой
20.59.52,20.59.5,"Пасты для лепки; зуботехнический воск и прочие материалы на основе гипса, используемые в стоматологии; составы и заряды для огнетушителей; готовые питательные среды для выращивания микроорганизмов; сложные диагностические или лабораторные реагенты, не включенные в другие группировки"
20.59.52.110,20.59.52,Пасты для лепки
20.59.52.120,20.59.52,"Воск зуботехнический и прочие материалы на основе гипса, используемые в стоматологии"
20.59.52.130,20.59.52,Составы и заряды для огнетушителей
20.59.52.140,20.59.52,Среды готовые питательные для выращивания микроорганизмов
